;Ov_coeff;Ov_ic;D_competitor;S_competitor;D_family;S_family;D_genus;S_genus;p_distance;mass_ratio;D_mass;S_mass;D_diet;S_diet;diet_dist;Lon;Lat;Lat_abs;Continent;Country;Locality;Label;Samp_dur;N_statioins;Effort;Avg_dist;S_area
200;0.56;0.37-0.67;Puma concolor;Nasuella olivacea;Felidae;Procyonidae;Puma;Nasuella;NA;3.57853886;48000;1339.99;Carnivore;Omnivore;Diff_diet;-75.4;4.75;4.75;South America;Colombia;UNRP;Cepeda-Duque_2021;4;61;3070;0.5;39.86
201;0.75;0.67-0.83;Mellivora capensis;Felis chaus;Mustelidae;Felidae;Mellivora;Felis;0.20012437;0;10000;10000;Omnivore;Carnivore;Diff_diet;79.233398;23.584113;23.584113;Asia;India;Tadoba-Andhari Tiger Reserve;Chatterjee_2020;5;397;9828;2;794
202;0.35;0.26-0.45;Cuon alpinus;Mellivora capensis;Canidae;Mustelidae;Cuon;Mellivora;0.21166278;0.454255272;15750;10000;Carnivore;Omnivore;Diff_diet;79.233398;23.584113;23.584113;Asia;India;Tadoba-Andhari Tiger Reserve;Chatterjee_2020;5;397;9828;2;794
203;0.73;0.61-0.85;Mellivora capensis;Prionailurus rubiginosus;Mustelidae;Felidae;Mellivora;Prionailurus;0.19998908;2.002480501;10000;1350;Omnivore;Carnivore;Diff_diet;79.233398;23.584113;23.584113;Asia;India;Tadoba-Andhari Tiger Reserve;Chatterjee_2020;5;397;9828;2;794
204;0.83;0.71-0.86;Panthera leo;Panthera pardus;Felidae;Felidae;Panthera;Panthera;0.054629683;1.032656179;149061.965;53074.995;Carnivore;Carnivore;Same_diet;70.666667;21.25;21.25;Asia;India;GWSNP;Chaudhary_2020;4;50;2003;4;200
205;0.71;NA;Panthera pardus;Herpestes urva;Felidae;Herpestidae;Panthera;Herpestes;NA;3.218548417;53074.995;2123.695;Carnivore;Omnivore;Diff_diet;98.974908;15.733124;15.733124;Asia;Thailand;Thung Yai Naresuan Wildlife Sanctuary;Chutipong_2017;16;155;9473;0.4805;108.5
206;0.56;NA;Panthera tigris;Herpestes urva;Felidae;Herpestidae;Panthera;Herpestes;NA;4.105103318;128800;2123.695;Carnivore;Omnivore;Diff_diet;98.974908;15.733124;15.733124;Asia;Thailand;Thung Yai Naresuan Wildlife Sanctuary;Chutipong_2017;16;155;9473;0.4805;108.5
207;0.6;NA;Panthera pardus;Martes flavigula;Felidae;Mustelidae;Panthera;Martes;0.18773087;3.055415182;53074.995;2500;Carnivore;Carnivore;Same_diet;98.974908;15.733124;15.733124;Asia;Thailand;Thung Yai Naresuan Wildlife Sanctuary;Chutipong_2017;16;155;9473;0.4805;108.5
208;0.49;NA;Panthera tigris;Martes flavigula;Felidae;Mustelidae;Panthera;Martes;0.189173325;3.941970082;128800;2500;Carnivore;Carnivore;Same_diet;98.974908;15.733124;15.733124;Asia;Thailand;Thung Yai Naresuan Wildlife Sanctuary;Chutipong_2017;16;155;9473;0.4805;108.5
209;0.62;NA;Panthera pardus;Paguma larvata;Felidae;Viverridae;Panthera;Paguma;0.15630416;2.513090891;53074.995;4300;Carnivore;Omnivore;Diff_diet;98.974908;15.733124;15.733124;Asia;Thailand;Thung Yai Naresuan Wildlife Sanctuary;Chutipong_2017;16;155;9473;0.4805;108.5
210;0.79;NA;Panthera tigris;Paguma larvata;Felidae;Viverridae;Panthera;Paguma;0.155520005;3.399645791;128800;4300;Carnivore;Omnivore;Diff_diet;98.974908;15.733124;15.733124;Asia;Thailand;Thung Yai Naresuan Wildlife Sanctuary;Chutipong_2017;16;155;9473;0.4805;108.5
211;0.6;NA;Panthera pardus;Paradoxurus hermaphroditus;Felidae;Viverridae;Panthera;Paradoxurus;0.15674026;2.814824717;53074.995;3180;Carnivore;Omnivore;Diff_diet;98.974908;15.733124;15.733124;Asia;Thailand;Thung Yai Naresuan Wildlife Sanctuary;Chutipong_2017;16;155;9473;0.4805;108.5
212;0.78;NA;Panthera tigris;Paradoxurus hermaphroditus;Felidae;Viverridae;Panthera;Paradoxurus;0.159491955;3.701379617;128800;3180;Carnivore;Omnivore;Diff_diet;98.974908;15.733124;15.733124;Asia;Thailand;Thung Yai Naresuan Wildlife Sanctuary;Chutipong_2017;16;155;9473;0.4805;108.5
213;0.64;NA;Panthera pardus;Prionailurus bengalensis;Felidae;Felidae;Panthera;Prionailurus;0.10883646;2.548597579;53074.995;4150;Carnivore;Carnivore;Same_diet;98.974908;15.733124;15.733124;Asia;Thailand;Thung Yai Naresuan Wildlife Sanctuary;Chutipong_2017;16;155;9473;0.4805;108.5
214;0.81;NA;Panthera tigris;Prionailurus bengalensis;Felidae;Felidae;Panthera;Prionailurus;0.110834738;3.435152479;128800;4150;Carnivore;Carnivore;Same_diet;98.974908;15.733124;15.733124;Asia;Thailand;Thung Yai Naresuan Wildlife Sanctuary;Chutipong_2017;16;155;9473;0.4805;108.5
215;0.56;NA;Panthera pardus;Viverra zibetha;Felidae;Viverridae;Panthera;Viverra;0.14758445;1.66912082;53074.995;10000;Carnivore;Carnivore;Same_diet;98.974908;15.733124;15.733124;Asia;Thailand;Thung Yai Naresuan Wildlife Sanctuary;Chutipong_2017;16;155;9473;0.4805;108.5
216;0.7;NA;Panthera tigris;Viverra zibetha;Felidae;Viverridae;Panthera;Viverra;0.14804655;2.555675721;128800;10000;Carnivore;Carnivore;Same_diet;98.974908;15.733124;15.733124;Asia;Thailand;Thung Yai Naresuan Wildlife Sanctuary;Chutipong_2017;16;155;9473;0.4805;108.5
217;0.89;0.81-0.95;Crocuta crocuta;Canis adustus;Hyaenidae;Canidae;Crocuta;Canis;NA;1.808930334;63000;10321.245;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
218;0.76;0.64-0.88;Panthera leo;Canis adustus;Felidae;Canidae;Panthera;Canis;NA;2.6701577;149061.965;10321.245;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
219;0.84;0.74-0.93;Panthera pardus;Canis adustus;Felidae;Canidae;Panthera;Canis;NA;1.637501521;53074.995;10321.245;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
220;0.83;0.75-0.90;Canis adustus;Canis mesomelas;Canidae;Canidae;Canis;Canis;NA;0.224318518;10321.245;8247.3;Omnivore;Omnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
221;0.8;0.78-0.88;Crocuta crocuta;Canis mesomelas;Hyaenidae;Canidae;Crocuta;Canis;0.19965732;2.033248852;63000;8247.3;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
222;0.8;0.68-0.91;Panthera leo;Canis mesomelas;Felidae;Canidae;Panthera;Canis;0.19044582;2.894476218;149061.965;8247.3;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
223;0.83;0.74-0.91;Panthera pardus;Canis mesomelas;Felidae;Canidae;Panthera;Canis;0.190647385;1.861820039;53074.995;8247.3;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
224;0.55;0.31-0.8;Caracal caracal;Canis adustus;Felidae;Canidae;Caracal;Canis;NA;0.304852937;14000;10321.245;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
225;0.53;03-0.75;Caracal caracal;Canis mesomelas;Felidae;Canidae;Caracal;Canis;NA;0.529171456;14000;8247.3;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
226;0.53;0.29-0.79;Caracal caracal;Civettictis civetta;Felidae;Viverridae;Caracal;Civettictis;NA;0.024097308;14000;13666.67;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
227;0.6;0.36-0.82;Crocuta crocuta;Caracal caracal;Hyaenidae;Felidae;Crocuta;Caracal;NA;1.504077397;63000;14000;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
228;0.57;0.34-0.8;Caracal caracal;Mellivora capensis;Felidae;Mustelidae;Caracal;Mellivora;NA;0.336472237;14000;10000;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
229;0.52;0.29-0.74;Panthera leo;Caracal caracal;Felidae;Felidae;Panthera;Caracal;NA;2.365304762;149061.965;14000;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
230;0.58;0.35-0.8;Panthera pardus;Caracal caracal;Felidae;Felidae;Panthera;Caracal;NA;1.332648584;53074.995;14000;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
231;0.87;0.79-0.93;Civettictis civetta;Canis adustus;Viverridae;Canidae;Civettictis;Canis;NA;0.28075563;13666.67;10321.245;Omnivore;Omnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
232;0.72;0.60-0.82;Civettictis civetta;Canis mesomelas;Viverridae;Canidae;Civettictis;Canis;0.184929435;0.505074148;13666.67;8247.3;Omnivore;Omnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
233;0.81;0.74-0.87;Crocuta crocuta;Civettictis civetta;Hyaenidae;Viverridae;Crocuta;Civettictis;0.16066847;1.528174704;63000;13666.67;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
234;0.7;0.58-0.83;Panthera leo;Civettictis civetta;Felidae;Viverridae;Panthera;Civettictis;0.145851313;2.38940207;149061.965;13666.67;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
235;0.77;0.70-0.86;Panthera pardus;Civettictis civetta;Felidae;Viverridae;Panthera;Civettictis;0.147265595;1.356745891;53074.995;13666.67;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
236;0.81;0.71-0.89;Panthera leo;Crocuta crocuta;Felidae;Hyaenidae;Panthera;Crocuta;0.163699295;0.861227366;149061.965;63000;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
237;0.84;0.75-0.91;Crocuta crocuta;Felis silvestris;Hyaenidae;Felidae;Crocuta;Felis;0.16041496;2.526415388;63000;5036.54;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
238;0.62;0.49-0.74;Crocuta crocuta;Genetta genetta;Hyaenidae;Viverridae;Crocuta;Genetta;0.16250154;3.518978632;63000;1866.67;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
239;0.84;0.73-0.92;Canis adustus;Felis silvestris;Canidae;Felidae;Canis;Felis;NA;0.717485054;10321.245;5036.54;Omnivore;Carnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
240;0.79;0.70-0.88;Canis mesomelas;Felis silvestris;Canidae;Felidae;Canis;Felis;0.18434609;0.493166536;8247.3;5036.54;Omnivore;Carnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
241;0.57;0.330.80;Caracal caracal;Felis silvestris;Felidae;Felidae;Caracal;Felis;NA;1.022337991;14000;5036.54;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
242;0.85;0.73-0.94;Civettictis civetta;Felis silvestris;Viverridae;Felidae;Civettictis;Felis;0.14065018;0.998240684;13666.67;5036.54;Omnivore;Carnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
243;0.38;0.0-0.57;Leptailurus serval;Felis silvestris;Felidae;Felidae;Leptailurus;Felis;NA;0.868183978;11999.96;5036.54;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
244;0.85;0.71-0.96;Mellivora capensis;Felis silvestris;Mustelidae;Felidae;Mellivora;Felis;0.20194131;0.685865755;10000;5036.54;Omnivore;Carnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
245;0.79;0.66-0.91;Panthera leo;Felis silvestris;Felidae;Felidae;Panthera;Felis;0.109854295;3.387642754;149061.965;5036.54;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
246;0.87;0.76-0.95;Panthera pardus;Felis silvestris;Felidae;Felidae;Panthera;Felis;0.108953245;2.354986575;53074.995;5036.54;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
247;0.68;0.53-0.82;Canis adustus;Genetta genetta;Canidae;Viverridae;Canis;Genetta;NA;1.710048298;10321.245;1866.67;Omnivore;Carnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
248;0.56;0.43-0.69;Canis mesomelas;Genetta genetta;Canidae;Viverridae;Canis;Genetta;0.19103561;1.485729779;8247.3;1866.67;Omnivore;Carnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
249;0.36;0.11-0.63;Caracal caracal;Genetta genetta;Felidae;Viverridae;Caracal;Genetta;NA;2.014901235;14000;1866.67;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
250;0.76;0.6-0.89;Civettictis civetta;Genetta genetta;Viverridae;Viverridae;Civettictis;Genetta;0.123709355;1.990803927;13666.67;1866.67;Omnivore;Carnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
251;0.65;0.48-0.81;Felis silvestris;Genetta genetta;Felidae;Viverridae;Felis;Genetta;0.14605559;0.992563244;5036.54;1866.67;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
252;0.5;0.29-0.71;Leptailurus serval;Genetta genetta;Felidae;Viverridae;Leptailurus;Genetta;NA;1.860747222;11999.96;1866.67;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
253;0.58;0.4-0.76;Mellivora capensis;Genetta genetta;Mustelidae;Viverridae;Mellivora;Genetta;0.20186898;1.678428998;10000;1866.67;Omnivore;Carnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
254;0.8;0.62-0.97;Panthera leo;Genetta genetta;Felidae;Viverridae;Panthera;Genetta;0.15061476;4.380205997;149061.965;1866.67;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
255;0.57;0.42-0.72;Panthera pardus;Genetta genetta;Felidae;Viverridae;Panthera;Genetta;0.149909585;3.347549819;53074.995;1866.67;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
256;0.45;0.27-0.62;Crocuta crocuta;Leptailurus serval;Hyaenidae;Felidae;Crocuta;Leptailurus;NA;1.65823141;63000;11999.96;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
257;0.45;0.26-0.63;Leptailurus serval;Canis adustus;Felidae;Canidae;Leptailurus;Canis;NA;0.150698924;11999.96;10321.245;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
258;0.45;0.25-0.64;Leptailurus serval;Canis mesomelas;Felidae;Canidae;Leptailurus;Canis;NA;0.375017442;11999.96;8247.3;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
259;0.31;0.06-0.57;Caracal caracal;Leptailurus serval;Felidae;Felidae;Caracal;Leptailurus;0.08564503;0.154154013;14000;11999.96;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
260;0.41;0.22-0.59;Civettictis civetta;Leptailurus serval;Viverridae;Felidae;Civettictis;Leptailurus;NA;0.130056705;13666.67;11999.96;Omnivore;Carnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
261;0.4;0.24-0.65;Leptailurus serval;Mellivora capensis;Felidae;Mustelidae;Leptailurus;Mellivora;NA;0.182318223;11999.96;10000;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
262;0.35;0.17-0.53;Panthera leo;Leptailurus serval;Felidae;Felidae;Panthera;Leptailurus;NA;2.519458776;149061.965;11999.96;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
263;0.4;0.22-0.57;Panthera pardus;Leptailurus serval;Felidae;Felidae;Panthera;Leptailurus;NA;1.486802597;53074.995;11999.96;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
264;0.87;0.76-0.96;Crocuta crocuta;Mellivora capensis;Hyaenidae;Mustelidae;Crocuta;Mellivora;0.20772958;1.840549633;63000;10000;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
265;0.88;0.75-0.98;Canis adustus;Mellivora capensis;Canidae;Mustelidae;Canis;Mellivora;NA;0.031619299;10321.245;10000;Omnivore;Omnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
266;0.89;0.77-0.99;Mellivora capensis;Canis mesomelas;Mustelidae;Canidae;Mellivora;Canis;0.20852031;0.192699219;10000;8247.3;Omnivore;Omnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
267;0.77;0.64-0.89;Civettictis civetta;Mellivora capensis;Viverridae;Mustelidae;Civettictis;Mellivora;0.200608545;0.312374929;13666.67;10000;Omnivore;Omnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
268;0.77;0.62-0.91;Panthera leo;Mellivora capensis;Felidae;Mustelidae;Panthera;Mellivora;0.204053485;2.701776999;149061.965;10000;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
269;0.85;0.71-0.95;Panthera pardus;Mellivora capensis;Felidae;Mustelidae;Panthera;Mellivora;0.20250158;1.66912082;53074.995;10000;Carnivore;Omnivore;Diff_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
270;0.9;0.83-0.95;Crocuta crocuta;Panthera pardus;Hyaenidae;Felidae;Crocuta;Panthera;0.16410206;0.171428813;63000;53074.995;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
271;0.87;0.76-0.96;Panthera leo;Panthera pardus;Felidae;Felidae;Panthera;Panthera;0.054629683;1.032656179;149061.965;53074.995;Carnivore;Carnivore;Same_diet;30.6;-23.9;23.9;Africa;South Africa;Selati Game Reserve;Comley_2020;6;31;NA;1.9;NA
272;0.77;0.71-0.8;Panthera onca;Puma concolor;Felidae;Felidae;Panthera;Puma;0.109112475;0.525098283;81150;48000;Carnivore;Carnivore;Same_diet;-99.24423;23.10374;23.10374;Central/North America;Mexico;El Cielo Biosphere Reserve;Contreras-Diaz_2021;36;26;28220;4.5;1445
273;0.51;0.4-0.56;Urocyon cinereoargenteus;Bassariscus astutus;Canidae;Procyonidae;Urocyon;Bassariscus;NA;1.429518528;4220;1010.37;Omnivore;Omnivore;Same_diet;-99.176726;19.314318;19.314318;Central/North America;Mexico;REPSA;Coronel-Arellano_2021;11;11;NA;NA;1693
274;0.74;0.7-0.79;Cynictis penicillata;Herpestes sanguineus;Herpestidae;Herpestidae;Cynictis;Herpestes;NA;0.160408033;598.5;509.8;Insectivore;Omnivore;Diff_diet;28.08747;-26.28618;26.28618;Africa;South Africa;MNA_Eco-Estate;Cronk_2020;11;66;NA;NA;480
275;0.74;0.7-0.79;Cynictis penicillata;Herpestes sanguineus;Herpestidae;Herpestidae;Cynictis;Herpestes;NA;0.160408033;598.5;509.8;Insectivore;Omnivore;Diff_diet;28.09659;-26.29193;26.29193;Africa;South Africa;MNA_Nature Estate;Cronk_2020;11;66;NA;NA;300
276;0.81;0.79-0.82;Martes pennanti;Martes americana;Mustelidae;Mustelidae;Martes;Martes;0.11111986;1.269596779;3175;892;Carnivore;Omnivore;Diff_diet;-88.233333;46.25;46.25;Central/North America;United States;Michigamme Reservoir;Croose_2019;6;64;NA;2.5;400
277;0.84;NA;Meles meles;Martes foina;Mustelidae;Mustelidae;Meles;Martes;0.13258649;1.944567231;11884.03;1700;Omnivore;Omnivore;Same_diet;-7.19973;39.68055;39.68055;Europe;Portugal;Castelo Branco;Cruz_2015;4;26;1742;0.5;NA
278;0.87;NA;Vulpes vulpes;Martes foina;Canidae;Mustelidae;Vulpes;Martes;0.18685684;1.494924526;7580.3;1700;Carnivore;Omnivore;Diff_diet;-7.19973;39.68055;39.68055;Europe;Portugal;Castelo Branco;Cruz_2015;4;26;1742;0.5;NA
279;0.78;NA;Meles meles;Vulpes vulpes;Mustelidae;Canidae;Meles;Vulpes;0.1882578;0.449642705;11884.03;7580.3;Omnivore;Carnivore;Diff_diet;-7.19973;39.68055;39.68055;Europe;Portugal;Castelo Branco;Cruz_2015;4;26;1742;0.5;NA
280;0.6;0.53-0.66;Leopardus pardalis;Leopardus guttulus;Felidae;Felidae;Leopardus;Leopardus;NA;1.540445041;10500;2250;Carnivore;Carnivore;Same_diet;-54.2585;-25.9312;25.9312;South America;Argentina;Misiones;Cruz_2018;NA;184;9171.8;NA;3800
281;0.57;0.47-0.66;Leopardus wiedii;Leopardus guttulus;Felidae;Felidae;Leopardus;Leopardus;NA;0.470003629;3600;2250;Carnivore;Carnivore;Same_diet;-54.2585;-25.9312;25.9312;South America;Argentina;Misiones;Cruz_2018;NA;184;9171.8;NA;3800
282;0.63;0.56-0.69;Herpailurus yagouaroundi;Leopardus guttulus;Felidae;Felidae;Herpailurus;Leopardus;NA;1.134979933;7000;2250;Carnivore;Carnivore;Same_diet;-54.2585;-25.9312;25.9312;South America;Argentina;Misiones;Cruz_2018;NA;184;9171.8;NA;3800
283;0.89;0.82-0.95;Leopardus pardalis;Leopardus wiedii;Felidae;Felidae;Leopardus;Leopardus;0.03679391;1.070441412;10500;3600;Carnivore;Carnivore;Same_diet;-54.2585;-25.9312;25.9312;South America;Argentina;Misiones;Cruz_2018;NA;184;9171.8;NA;3800
284;0.17;0.09-0.025;Herpailurus yagouaroundi;Leopardus wiedii;Felidae;Felidae;Herpailurus;Leopardus;0.09769815;0.664976304;7000;3600;Carnivore;Carnivore;Same_diet;-54.2585;-25.9312;25.9312;South America;Argentina;Misiones;Cruz_2018;NA;184;9171.8;NA;3800
285;0.21;0.17-0.25;Leopardus pardalis;Herpailurus yagouaroundi;Felidae;Felidae;Leopardus;Herpailurus;0.09806851;0.405465108;10500;7000;Carnivore;Carnivore;Same_diet;-54.2585;-25.9312;25.9312;South America;Argentina;Misiones;Cruz_2018;NA;184;9171.8;NA;3800
286;0.76;0.09;Puma concolor;Lycalopex culpaeus;Felidae;Canidae;Puma;Lycalopex;NA;1.306251653;48000;13000;Carnivore;Carnivore;Same_diet;-70.03;-39.05;39.05;South America;Argentina;LBNP;Curras_2022;3.02;46;3116;1.98;270
287;0.75;0.08;Lycalopex culpaeus;Lycalopex griseus;Canidae;Canidae;Lycalopex;Lycalopex;NA;1.181158127;13000;3990;Carnivore;Omnivore;Diff_diet;-70.03;-39.05;39.05;South America;Argentina;LBNP;Curras_2022;3.02;46;3116;1.98;270
288;0.75;0.09;Puma concolor;Lycalopex griseus;Felidae;Canidae;Puma;Lycalopex;NA;2.48740978;48000;3990;Carnivore;Omnivore;Diff_diet;-70.03;-39.05;39.05;South America;Argentina;LBNP;Curras_2022;3.02;46;3116;1.98;270
289;0.24;NA;Herpestes ichneumon;Genetta genetta;Herpestidae;Viverridae;Herpestes;Genetta;NA;0.457652465;2950.01;1866.67;Omnivore;Carnivore;Diff_diet;-8.80848;38.82862;38.82862;Europe;Portugal;Charneca;Curveira-Santos_2017;5;54;6496;0.836;100
290;0.82;NA;Meles meles;Genetta genetta;Mustelidae;Viverridae;Meles;Genetta;0.18315075;1.851039387;11884.03;1866.67;Omnivore;Carnivore;Diff_diet;-8.80848;38.82862;38.82862;Europe;Portugal;Charneca;Curveira-Santos_2017;5;54;6496;0.836;100
291;0.89;NA;Vulpes vulpes;Genetta genetta;Canidae;Viverridae;Vulpes;Genetta;0.18759617;1.401396682;7580.3;1866.67;Carnivore;Carnivore;Same_diet;-8.80848;38.82862;38.82862;Europe;Portugal;Charneca;Curveira-Santos_2017;5;54;6496;0.836;100
292;0.125;NA;Meles meles;Herpestes ichneumon;Mustelidae;Herpestidae;Meles;Herpestes;NA;1.393386922;11884.03;2950.01;Omnivore;Omnivore;Same_diet;-8.80848;38.82862;38.82862;Europe;Portugal;Charneca;Curveira-Santos_2017;5;54;6496;0.836;100
293;0.33;NA;Vulpes vulpes;Herpestes ichneumon;Canidae;Herpestidae;Vulpes;Herpestes;NA;0.943744217;7580.3;2950.01;Carnivore;Omnivore;Diff_diet;-8.80848;38.82862;38.82862;Europe;Portugal;Charneca;Curveira-Santos_2017;5;54;6496;0.836;100
294;0.74;NA;Meles meles;Vulpes vulpes;Mustelidae;Canidae;Meles;Vulpes;0.1882578;0.449642705;11884.03;7580.3;Omnivore;Carnivore;Diff_diet;-8.80848;38.82862;38.82862;Europe;Portugal;Charneca;Curveira-Santos_2017;5;54;6496;0.836;100
