"","Ov_coeff","Ov_ic","Pred_sp","Prey_sp","Pred_family","Prey_family","Pred_genus","Prey_genus","mass_ratio","Pred_mass","Predmass_cat","P_hunt","Prey_mass","Preymass_cat","Pred_diet","Prey_diet","Lon","Lat","Lat_abs","Continent","Country","Locality","Label","Samp_dur","N_statioins","Effort","Avg_dist","S_area","Pred_evidence","Hunt_source"
"472",0.83,"1.67-0.85","Panthera pardus","Sylvicapra grimmia","Felidae","Bovidae","Panthera","Sylvicapra",1.05393518129872,53074.995,"Large","ambush",18500,"Large","Carnivore","Herbivore",30.061174,-21.540347,21.540347,"Africa","Zimbabwe","Bubye Valley Conservancy","Mugerwa_2017",4,NA,NA,"5",5,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"473",0.58,"0.44-0.66","Panthera pardus","Tragelaphus scriptus","Felidae","Bovidae","Panthera","Tragelaphus",0.204699662704731,53074.995,"Large","ambush",43250.39,"Large","Carnivore","Herbivore",30.061174,-21.540347,21.540347,"Africa","Zimbabwe","Bubye Valley Conservancy","Mugerwa_2017",4,NA,NA,"5",5,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"474",0.79,"0.52-0.86","Panthera pardus","Cervus elaphus","Felidae","Cervidae","Panthera","Cervus",-1.10450901595341,53074.995,"Large","ambush",160166.665,"Large","Carnivore","Herbivore",74.525,34.1416665,34.1416665,"Asia","India","Dachigam National Park","Noor_2017",2,20,396,"1",80,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"475",0.42,"0.23-0.64","Panthera pardus","Hystrix indica","Felidae","Hystricidae","Panthera","Hystrix",1.11955536830704,53074.995,"Large","ambush",17325,"Large","Carnivore","Herbivore",74.525,34.1416665,34.1416665,"Asia","India","Dachigam National Park","Noor_2017",2,20,396,"1",80,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"476",0.43,"0.32-0.47","Panthera pardus","Semnopithecus entellus","Felidae","Cercopithecidae","Panthera","Semnopithecus",1.43173595963248,53074.995,"Large","ambush",12679.29,"Medium-Large","Carnivore","Herbivore",86.33331,21.83331,21.83331,"Asia","India","Similipal Tiger Reserve","Palei_2021",12,187,6413,NA,2750,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"477",0.79,"0.69-0.86","Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",86.33331,21.83331,21.83331,"Asia","India","Similipal Tiger Reserve","Palei_2021",12,187,6413,NA,2750,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"478",0.68,"0.54-0.75","Panthera pardus","Rusa unicolor","Felidae","Cervidae","Panthera","Rusa",-1.20739370129537,53074.995,"Large","ambush",177522.9,"Large","Carnivore","Herbivore",86.33331,21.83331,21.83331,"Asia","India","Similipal Tiger Reserve","Palei_2021",12,187,6413,NA,2750,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"479",0.74,"0.67-0.83","Panthera pardus","Axis axis","Felidae","Cervidae","Panthera","Axis",0.153993587426099,53074.995,"Large","ambush",45500,"Large","Carnivore","Herbivore",86.33331,21.83331,21.83331,"Asia","India","Similipal Tiger Reserve","Palei_2021",12,187,6413,NA,2750,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"480",0.58,"0.42-0.65","Panthera pardus","Moschiola indica","Felidae","Tragulidae","Panthera","Moschiola",2.87309362471489,53074.995,"Large","ambush",3000,"Small-Medium","Carnivore","Herbivore",86.33331,21.83331,21.83331,"Asia","India","Similipal Tiger Reserve","Palei_2021",12,187,6413,NA,2750,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"481",0.58,"0.43-0.65","Panthera pardus","Hystrix indica","Felidae","Hystricidae","Panthera","Hystrix",1.11955536830704,53074.995,"Large","ambush",17325,"Large","Carnivore","Herbivore",86.33331,21.83331,21.83331,"Asia","India","Similipal Tiger Reserve","Palei_2021",12,187,6413,NA,2750,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"482",0.791,"0.695-0.96","Panthera pardus","Orycteropus afer","Felidae","Orycteropodidae","Panthera","Orycteropus",-0.0567694649846771,53074.995,"Large","ambush",56175.2,"Large","Carnivore","Insectivore",17.79619,-30.16627,30.16627,"Africa","South Africa","Norh of Cape Town_summer","Puls_2021",4,101,NA,"3",810,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"483",0.627,"0.46-0.706","Panthera pardus","Sylvicapra grimmia","Felidae","Bovidae","Panthera","Sylvicapra",1.05393518129872,53074.995,"Large","ambush",18500,"Large","Carnivore","Herbivore",17.79619,-30.16627,30.16627,"Africa","South Africa","Norh of Cape Town_summer","Puls_2021",4,101,NA,"3",810,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"484",0.426,"0.183-0.518","Panthera pardus","Alcelaphus buselaphus","Felidae","Bovidae","Panthera","Alcelaphus",-1.10308607896574,53074.995,"Large","ambush",159938.92,"Large","Carnivore","Herbivore",17.79619,-30.16627,30.16627,"Africa","South Africa","Norh of Cape Town_summer","Puls_2021",4,101,NA,"3",810,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"485",0.203,"0.038-0.245","Panthera pardus","Oreotragus oreotragus","Felidae","Bovidae","Panthera","Oreotragus",1.40675655592147,53074.995,"Large","ambush",13000,"Medium-Large","Carnivore","Herbivore",17.79619,-30.16627,30.16627,"Africa","South Africa","Norh of Cape Town_summer","Puls_2021",4,101,NA,"3",810,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"486",0.295,"0.127-0.365","Panthera pardus","Procavia capensis","Felidae","Procaviidae","Panthera","Procavia",2.96010500170452,53074.995,"Large","ambush",2750,"Small-Medium","Carnivore","Herbivore",17.79619,-30.16627,30.16627,"Africa","South Africa","Norh of Cape Town_summer","Puls_2021",4,101,NA,"3",810,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"487",0.345,"0.166-0.398","Panthera pardus","Raphicerus campestris","Felidae","Bovidae","Panthera","Raphicerus",1.54395797155264,53074.995,"Large","ambush",11333.33,"Medium-Large","Carnivore","Herbivore",17.79619,-30.16627,30.16627,"Africa","South Africa","Norh of Cape Town_summer","Puls_2021",4,101,NA,"3",810,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"488",0.754,"0.592-0.872","Panthera pardus","Orycteropus afer","Felidae","Orycteropodidae","Panthera","Orycteropus",-0.0567694649846771,53074.995,"Large","ambush",56175.2,"Large","Carnivore","Insectivore",17.79619,-30.16627,30.16627,"Africa","South Africa","Norh of Cape Town_winter","Puls_2021",4,101,NA,"3",810,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"489",0.806,"0.709-0.90","Panthera pardus","Sylvicapra grimmia","Felidae","Bovidae","Panthera","Sylvicapra",1.05393518129872,53074.995,"Large","ambush",18500,"Large","Carnivore","Herbivore",17.79619,-30.16627,30.16627,"Africa","South Africa","Norh of Cape Town_winter","Puls_2021",4,101,NA,"3",810,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"490",0.516,"0.343-0.618","Panthera pardus","Alcelaphus buselaphus","Felidae","Bovidae","Panthera","Alcelaphus",-1.10308607896574,53074.995,"Large","ambush",159938.92,"Large","Carnivore","Herbivore",17.79619,-30.16627,30.16627,"Africa","South Africa","Norh of Cape Town_winter","Puls_2021",4,101,NA,"3",810,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"491",0.466,"0.302-0.532","Panthera pardus","Oreotragus oreotragus","Felidae","Bovidae","Panthera","Oreotragus",1.40675655592147,53074.995,"Large","ambush",13000,"Medium-Large","Carnivore","Herbivore",17.79619,-30.16627,30.16627,"Africa","South Africa","Norh of Cape Town_winter","Puls_2021",4,101,NA,"3",810,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"492",0.406,"0.235-0.448","Panthera pardus","Procavia capensis","Felidae","Procaviidae","Panthera","Procavia",2.96010500170452,53074.995,"Large","ambush",2750,"Small-Medium","Carnivore","Herbivore",17.79619,-30.16627,30.16627,"Africa","South Africa","Norh of Cape Town_winter","Puls_2021",4,101,NA,"3",810,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"493",0.39,"0.262-0.451","Panthera pardus","Raphicerus campestris","Felidae","Bovidae","Panthera","Raphicerus",1.54395797155264,53074.995,"Large","ambush",11333.33,"Medium-Large","Carnivore","Herbivore",17.79619,-30.16627,30.16627,"Africa","South Africa","Norh of Cape Town_winter","Puls_2021",4,101,NA,"3",810,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"494",0.75,"0.68-0.79","Panthera pardus","Rusa unicolor","Felidae","Cervidae","Panthera","Rusa",-1.20739370129537,53074.995,"Large","ambush",177522.9,"Large","Carnivore","Herbivore",99.30092,15.61555,15.61555,"Asia","Thailand","Huai Kha Khaeng","Saisamorn_2019",15,203,1000,"3.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"495",0.73,"0.67-0.75","Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",99.30092,15.61555,15.61555,"Asia","Thailand","Huai Kha Khaeng","Saisamorn_2019",15,203,1000,"3.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"496",0.68,"0.65-0.74","Panthera pardus","Muntiacus muntjak","Felidae","Cervidae","Panthera","Muntiacus",1.10314870534257,53074.995,"Large","ambush",17611.59,"Large","Carnivore","Herbivore",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"497",0.8,"0.73-0.88","Panthera pardus","Bos javanicus","Felidae","Bovidae","Panthera","Bos",-2.55527687252036,53074.995,"Large","ambush",683333.335,"Large","Carnivore","Herbivore",99.30092,15.61555,15.61555,"Asia","Thailand","Huai Kha Khaeng","Saisamorn_2019",15,203,1000,"3.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"498",0.71,"0.66-0.76","Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",77.17745,9.4592,9.4592,"Asia","India","Periyar Tiger Reserve","Shameer_2021",NA,NA,7590,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"499",0.58,"0.39-0369","Panthera pardus","Muntiacus muntjak","Felidae","Cervidae","Panthera","Muntiacus",1.10314870534257,53074.995,"Large","ambush",17611.59,"Large","Carnivore","Herbivore",84.44244,27.54183,27.54183,"Asia","Nepal","CNP_2010_inside","Carter_2015",5,68,920,"1",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"500",0.58,"0.54-0.63","Panthera pardus","Bos gaurus","Felidae","Bovidae","Panthera","Bos",-2.72849802771564,53074.995,"Large","ambush",812571.525,"Large","Carnivore","Herbivore",77.17745,9.4592,9.4592,"Asia","India","Periyar Tiger Reserve","Shameer_2021",NA,NA,7590,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"501",0.57,"0.52-0.62","Panthera pardus","Rusa unicolor","Felidae","Cervidae","Panthera","Rusa",-1.20739370129537,53074.995,"Large","ambush",177522.9,"Large","Carnivore","Herbivore",77.17745,9.4592,9.4592,"Asia","India","Periyar Tiger Reserve","Shameer_2021",NA,NA,7590,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"502",0.4,"0.35-0.44","Panthera pardus","Moschiola indica","Felidae","Tragulidae","Panthera","Moschiola",2.87309362471489,53074.995,"Large","ambush",3000,"Small-Medium","Carnivore","Herbivore",77.17745,9.4592,9.4592,"Asia","India","Periyar Tiger Reserve","Shameer_2021",NA,NA,7590,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"503",0.58,NA,"Panthera pardus","Cephalophus dorsalis","Felidae","Bovidae","Panthera","Cephalophus",1.52070081527068,53074.995,"Large","ambush",11600,"Medium-Large","Carnivore","Herbivore",27.59,-1.69,1.69,"Africa","Congo","NCA","Van Der Hoek_2022",NA,24,NA,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"504",0.47,NA,"Panthera pardus","Philantomba monticola","Felidae","Bovidae","Panthera","Philantomba",2.38327715580682,53074.995,"Large","ambush",4896.05,"Small-Medium","Carnivore","Herbivore",27.59,-1.69,1.69,"Africa","Congo","NCA","Van Der Hoek_2022",NA,24,NA,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"505",0.78,NA,"Panthera pardus","Cephalophus silvicultor","Felidae","Bovidae","Panthera","Cephalophus",-0.15553491760942,53074.995,"Large","ambush",62006.6,"Large","Carnivore","Herbivore",27.59,-1.69,1.69,"Africa","Congo","NCA","Van Der Hoek_2022",NA,24,NA,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"506",0.54,NA,"Panthera pardus","Gorilla beringei","Felidae","Hominidae","Panthera","Gorilla",-0.968807300481445,53074.995,"Large","ambush",139842,"Large","Carnivore","Herbivore",27.59,-1.69,1.69,"Africa","Congo","NCA","Van Der Hoek_2022",NA,24,NA,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"507",0.55,NA,"Panthera pardus","Pan troglodytes","Felidae","Hominidae","Panthera","Pan",0.165410157518009,53074.995,"Large","ambush",44983.5,"Large","Carnivore","Herbivore",27.59,-1.69,1.69,"Africa","Congo","NCA","Van Der Hoek_2022",NA,24,NA,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"508",0.45,NA,"Panthera pardus","Bos gaurus","Felidae","Bovidae","Panthera","Bos",-2.72849802771564,53074.995,"Large","ambush",812571.525,"Large","Carnivore","Herbivore",98.916667,15.333333,15.333333,"Asia","Thailand","Thung yai Naresuan Wildlife Sanctuary","Vinitpornsawan_2020",21,53,1817,"2",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"509",0.41,NA,"Panthera pardus","Rusa unicolor","Felidae","Cervidae","Panthera","Rusa",-1.20739370129537,53074.995,"Large","ambush",177522.9,"Large","Carnivore","Herbivore",98.916667,15.333333,15.333333,"Asia","Thailand","Thung yai Naresuan Wildlife Sanctuary","Vinitpornsawan_2020",21,53,1817,"2",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"510",0.17,NA,"Panthera pardus","Tapirus indicus","Felidae","Tapiridae","Panthera","Tapirus",-1.71949777906634,53074.995,"Large","ambush",296250,"Large","Carnivore","Herbivore",98.916667,15.333333,15.333333,"Asia","Thailand","Thung yai Naresuan Wildlife Sanctuary","Vinitpornsawan_2020",21,53,1817,"2",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"511",0.5,"0.28-0.63","Panthera pardus","Muntiacus muntjak","Felidae","Cervidae","Panthera","Muntiacus",1.10314870534257,53074.995,"Large","ambush",17611.59,"Large","Carnivore","Herbivore",84.45136,27.60939,27.60939,"Asia","Nepal","CNP_2010_outside","Carter_2015",5,44,590,"1",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"512",0.77,NA,"Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",98.916667,15.333333,15.333333,"Asia","Thailand","Thung yai Naresuan Wildlife Sanctuary","Vinitpornsawan_2020",21,53,1817,"2",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"513",0.49,"0.31-0.60","Panthera pardus","Muntiacus muntjak","Felidae","Cervidae","Panthera","Muntiacus",1.10314870534257,53074.995,"Large","ambush",17611.59,"Large","Carnivore","Herbivore",84.44244,27.54183,27.54183,"Asia","Nepal","CNP_2011_inside","Carter_2015",5,72,1091,"1",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"514",0.51,"0,5-0,76","Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",130.742553,43.011322,43.011322,"Asia","China","Winter","Yang_2018",6,163,NA,"3.6",1087,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"515",0.84,"0,75-0,92","Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",130.742553,43.011322,43.011322,"Asia","China","Summer","Yang_2018",6,163,NA,"3.6",1087,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"516",0.73,"0,63-0,85","Panthera pardus","Capreolus capreolus","Felidae","Cervidae","Panthera","Capreolus",0.895930086001988,53074.995,"Large","ambush",21666.685,"Large","Carnivore","Herbivore",130.742553,43.011322,43.011322,"Asia","China","Winter","Yang_2018",6,163,NA,"3.6",1087,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"517",0.77,"0,67-0,86","Panthera pardus","Capreolus capreolus","Felidae","Cervidae","Panthera","Capreolus",0.895930086001988,53074.995,"Large","ambush",21666.685,"Large","Carnivore","Herbivore",130.742553,43.011322,43.011322,"Asia","China","Summer","Yang_2018",6,163,NA,"3.6",1087,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"518",0.73,"0,58-0,82","Panthera pardus","Cervus nippon","Felidae","Cervidae","Panthera","Cervus",0.00141418851014485,53074.995,"Large","ambush",52999.99,"Large","Carnivore","Herbivore",130.742553,43.011322,43.011322,"Asia","China","Winter","Yang_2018",6,163,NA,"3.6",1087,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
