"","Ov_coeff","Ov_ic","Pred_sp","Prey_sp","Pred_family","Prey_family","Pred_genus","Prey_genus","mass_ratio","Pred_mass","Predmass_cat","P_hunt","Prey_mass","Preymass_cat","Pred_diet","Prey_diet","Lon","Lat","Lat_abs","Continent","Country","Locality","Label","Samp_dur","N_statioins","Effort","Avg_dist","S_area","Pred_evidence","Hunt_source"
"402",0.461,"0.381-0.496","Panthera onca","Dasyprocta punctata","Felidae","Dasyproctidae","Panthera","Dasyprocta",3.59449503737368,81150,"Large","ambush",2229.56,"Small-Medium","Carnivore","Herbivore",-85.66864,10.828699,10.828699,"Central/North America","Costa Rica","Santa Rosa National Park","Herrera_2018",NA,61,NA,"2.5",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"403",0.65,NA,"Panthera pardus","Capreolus capreolus","Felidae","Cervidae","Panthera","Capreolus",0.895930086001988,53074.995,"Large","ambush",21666.685,"Large","Carnivore","Herbivore",113.333333,37.391667,37.391667,"Asia","China","Shanxi Tieqiaoshan_captive","Luo_2020",3,62,12190,"4",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"404",0.62,NA,"Panthera pardus","Capreolus capreolus","Felidae","Cervidae","Panthera","Capreolus",0.895930086001988,53074.995,"Large","ambush",21666.685,"Large","Carnivore","Herbivore",113.333333,37.391667,37.391667,"Asia","China","Shanxi Tieqiaoshan_free","Luo_2020",3,62,12190,"4",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"405",0.73,"0.56-0.84","Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",113.333333,37.391667,37.391667,"Asia","China","Shanxi Tieqiaoshan_captive","Luo_2020",3,62,12190,"4",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"406",0.69,"0.58-0.85","Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",113.333333,37.391667,37.391667,"Asia","China","Shanxi Tieqiaoshan_free","Luo_2020",3,62,12190,"4",NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"407",0.52,"0.49-0.54","Panthera pardus","Lepus nigricollis","Felidae","Leporidae","Panthera","Lepus",3.18467001736611,53074.995,"Large","ambush",2196.875,"Small-Medium","Carnivore","Herbivore",91.02975,26.71974,26.71974,"Asia","India","MNP","Lahkar_2021",1,84,12706,"4",398,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"408",0.27,"0,16-0,35","Panthera pardus","Lepus brachyurus","Felidae","Leporidae","Panthera","Lepus",3.04766528964879,53074.995,"Large","ambush",2519.45,"Small-Medium","Carnivore","Herbivore",130.742553,43.011322,43.011322,"Asia","China","Winter","Yang_2018",6,163,NA,"3.6",1087,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"409",0.4,"0,31-0,5","Panthera pardus","Lepus brachyurus","Felidae","Leporidae","Panthera","Lepus",3.04766528964879,53074.995,"Large","ambush",2519.45,"Small-Medium","Carnivore","Herbivore",130.742553,43.011322,43.011322,"Asia","China","Summer","Yang_2018",6,163,NA,"3.6",1087,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"410",0.81,"0.77-0.87","Panthera pardus","Bubalus arnee","Felidae","Bovidae","Panthera","Bubalus",-2.74640161969839,53074.995,"Large","ambush",827250.485,"Large","Carnivore","Herbivore",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"411",0.81,"0.79-0.85","Panthera pardus","Bos gaurus","Felidae","Bovidae","Panthera","Bos",-2.72849802771564,53074.995,"Large","ambush",812571.525,"Large","Carnivore","Herbivore",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"412",0.73,"0.68-0.77","Panthera pardus","Rusa unicolor","Felidae","Cervidae","Panthera","Rusa",-1.20739370129537,53074.995,"Large","ambush",177522.9,"Large","Carnivore","Herbivore",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"413",0.66,"0.63-0.71","Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"414",0.54,"0.52-0.61","Panthera pardus","Hystrix brachyura","Felidae","Hystricidae","Panthera","Hystrix",1.89226437170317,53074.995,"Large","ambush",8000,"Medium-Large","Carnivore","Herbivore",90.8,26.65,26.65,"Asia","India","MNP","Bhatt_2021",16,475,24865,"1.5",270,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"415",0.51,NA,"Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",85.535538,28.141157,28.141157,"Asia","Nepal","Langtang National Park","Can_2020",3,81,6591,"0.5",120,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"416",0.74,NA,"Panthera pardus","Capricornis sumatraensis","Felidae","Bovidae","Panthera","Capricornis",-0.582170978217537,53074.995,"Large","ambush",95000,"Large","Carnivore","Herbivore",85.535538,28.141157,28.141157,"Asia","Nepal","Langtang National Park","Can_2020",3,81,6591,"0.5",120,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"417",0.62,NA,"Panthera pardus","Naemorhedus goral","Felidae","Bovidae","Panthera","Naemorhedus",0.631264349643116,53074.995,"Large","ambush",28231.59,"Large","Carnivore","Herbivore",85.535538,28.141157,28.141157,"Asia","Nepal","Langtang National Park","Can_2020",3,81,6591,"0.5",120,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"418",0.71,NA,"Panthera pardus","Moschus chrysogaster","Felidae","Moschidae","Panthera","Moschus",1.45813487416636,53074.995,"Large","ambush",12348.95,"Medium-Large","Carnivore","Herbivore",85.535538,28.141157,28.141157,"Asia","Nepal","Langtang National Park","Can_2020",3,81,6591,"0.5",120,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"419",0.27,NA,"Panthera pardus","Semnopithecus schistaceus","Felidae","Cercopithecidae","Panthera","Semnopithecus",1.43173595963248,53074.995,"Large","ambush",12679.29,"Medium-Large","Carnivore","Herbivore",85.535538,28.141157,28.141157,"Asia","Nepal","Langtang National Park","Can_2020",3,81,6591,"0.5",120,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"420",0.15,NA,"Panthera pardus","Macaca assamensis","Felidae","Cercopithecidae","Panthera","Macaca",1.78565463664491,53074.995,"Large","ambush",8900,"Medium-Large","Carnivore","Herbivore",85.535538,28.141157,28.141157,"Asia","Nepal","Langtang National Park","Can_2020",3,81,6591,"0.5",120,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"421",0.47,"0.29-0.58","Panthera pardus","Rusa unicolor","Felidae","Cervidae","Panthera","Rusa",-1.20739370129537,53074.995,"Large","ambush",177522.9,"Large","Carnivore","Herbivore",84.44244,27.54183,27.54183,"Asia","Nepal","CNP_2010_inside","Carter_2015",5,68,920,"1",NA,"Yes","Stein_ 2013_Panthera pardus (Carnivora: Felidae). Mammalian Species, 45(900), 30-48."
"422",0.82,"0.77-1.00","Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",84.44244,27.54183,27.54183,"Asia","Nepal","CNP_2010_inside","Carter_2015",5,68,920,"1",NA,"Yes","Stein_ 2013_Panthera pardus (Carnivora: Felidae). Mammalian Species, 45(900), 30-48."
"423",0.67,"0.56-0.80","Panthera pardus","Axis axis","Felidae","Cervidae","Panthera","Axis",0.153993587426099,53074.995,"Large","ambush",45500,"Large","Carnivore","Herbivore",84.44244,27.54183,27.54183,"Asia","Nepal","CNP_2010_inside","Carter_2015",5,68,920,"1",NA,"Yes","Stein_ 2013_Panthera pardus (Carnivora: Felidae). Mammalian Species, 45(900), 30-48."
"424",0.48,"0.30-0.65","Panthera pardus","Rusa unicolor","Felidae","Cervidae","Panthera","Rusa",-1.20739370129537,53074.995,"Large","ambush",177522.9,"Large","Carnivore","Herbivore",84.45136,27.60939,27.60939,"Asia","Nepal","CNP_2010_outside","Carter_2015",5,44,590,"1",NA,"Yes","Stein_ 2013_Panthera pardus (Carnivora: Felidae). Mammalian Species, 45(900), 30-48."
"425",0.67,"0.54-0.83","Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",84.45136,27.60939,27.60939,"Asia","Nepal","CNP_2010_outside","Carter_2015",5,44,590,"1",NA,"Yes","Stein_ 2013_Panthera pardus (Carnivora: Felidae). Mammalian Species, 45(900), 30-48."
"426",0.57,"0.41-0.71","Panthera pardus","Axis axis","Felidae","Cervidae","Panthera","Axis",0.153993587426099,53074.995,"Large","ambush",45500,"Large","Carnivore","Herbivore",84.45136,27.60939,27.60939,"Asia","Nepal","CNP_2010_outside","Carter_2015",5,44,590,"1",NA,"Yes","Stein_ 2013_Panthera pardus (Carnivora: Felidae). Mammalian Species, 45(900), 30-48."
"427",0.79,"0.69-0.95","Panthera pardus","Rusa unicolor","Felidae","Cervidae","Panthera","Rusa",-1.20739370129537,53074.995,"Large","ambush",177522.9,"Large","Carnivore","Herbivore",84.44244,27.54183,27.54183,"Asia","Nepal","CNP_2011_inside","Carter_2015",5,72,1091,"1",NA,"Yes","Stein_ 2013_Panthera pardus (Carnivora: Felidae). Mammalian Species, 45(900), 30-48."
"428",0.87,"0.83-1.00","Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",84.44244,27.54183,27.54183,"Asia","Nepal","CNP_2011_inside","Carter_2015",5,72,1091,"1",NA,"Yes","Stein_ 2013_Panthera pardus (Carnivora: Felidae). Mammalian Species, 45(900), 30-48."
"429",0.6,"0.44-0.69","Panthera pardus","Axis axis","Felidae","Cervidae","Panthera","Axis",0.153993587426099,53074.995,"Large","ambush",45500,"Large","Carnivore","Herbivore",84.44244,27.54183,27.54183,"Asia","Nepal","CNP_2011_inside","Carter_2015",5,72,1091,"1",NA,"Yes","Stein_ 2013_Panthera pardus (Carnivora: Felidae). Mammalian Species, 45(900), 30-48."
"430",0.85,"0.80-1.00","Panthera pardus","Rusa unicolor","Felidae","Cervidae","Panthera","Rusa",-1.20739370129537,53074.995,"Large","ambush",177522.9,"Large","Carnivore","Herbivore",84.45136,27.60939,27.60939,"Asia","Nepal","CNP_2011_outside","Carter_2015",5,51,735,"1",NA,"Yes","Stein_ 2013_Panthera pardus (Carnivora: Felidae). Mammalian Species, 45(900), 30-48."
"431",0.77,"0.67-0.92","Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",84.45136,27.60939,27.60939,"Asia","Nepal","CNP_2011_outside","Carter_2015",5,51,735,"1",NA,"Yes","Stein_ 2013_Panthera pardus (Carnivora: Felidae). Mammalian Species, 45(900), 30-48."
"432",0.6,"0.43-0.70","Panthera pardus","Axis axis","Felidae","Cervidae","Panthera","Axis",0.153993587426099,53074.995,"Large","ambush",45500,"Large","Carnivore","Herbivore",84.45136,27.60939,27.60939,"Asia","Nepal","CNP_2011_outside","Carter_2015",5,51,735,"1",NA,"Yes","Stein_ 2013_Panthera pardus (Carnivora: Felidae). Mammalian Species, 45(900), 30-48."
"433",0.69,"0.54-0.72","Panthera pardus","Rusa unicolor","Felidae","Cervidae","Panthera","Rusa",-1.20739370129537,53074.995,"Large","ambush",177522.9,"Large","Carnivore","Herbivore",70.666667,21.25,21.25,"Asia","India","GWSNP","Chaudhary_2020",4,50,2003,"4",200,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"434",0.53,"0.44-0.62","Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",70.666667,21.25,21.25,"Asia","India","GWSNP","Chaudhary_2020",4,50,2003,"4",200,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"435",0.43,"0.34-0.44","Panthera pardus","Axis axis","Felidae","Cervidae","Panthera","Axis",0.153993587426099,53074.995,"Large","ambush",45500,"Large","Carnivore","Herbivore",70.666667,21.25,21.25,"Asia","India","GWSNP","Chaudhary_2020",4,50,2003,"4",200,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"436",0.37,"0.28-0.48","Panthera pardus","Boselaphus tragocamelus","Felidae","Bovidae","Panthera","Boselaphus",-1.22125093750721,53074.995,"Large","ambush",180000,"Large","Carnivore","Herbivore",70.666667,21.25,21.25,"Asia","India","GWSNP","Chaudhary_2020",4,50,2003,"4",200,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"437",0.5,"0,39-0,57","Panthera pardus","Cephalophus harveyi","Felidae","Bovidae","Panthera","Cephalophus",1.29755036742853,53074.995,"Large","ambush",14500.1,"Medium-Large","Carnivore","Herbivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Male","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"438",0.72,"0,64-0,8","Panthera pardus","Cephalophus harveyi","Felidae","Bovidae","Panthera","Cephalophus",1.29755036742853,53074.995,"Large","ambush",14500.1,"Medium-Large","Carnivore","Herbivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Female","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"439",0.62,"0,52-0,7","Panthera pardus","Cricetomys gambianus","Felidae","Nesomyidae","Panthera","Cricetomys",3.55913279381546,53074.995,"Large","ambush",1510.7,"Small","Carnivore","Omnivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Male","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"440",0.42,"0,27-0,46","Panthera pardus","Cricetomys gambianus","Felidae","Nesomyidae","Panthera","Cricetomys",3.55913279381546,53074.995,"Large","ambush",1510.7,"Small","Carnivore","Omnivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Female","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"441",0.67,"0,58-0,76","Panthera pardus","Hystrix cristata","Felidae","Hystricidae","Panthera","Hystrix",1.01853334120433,53074.995,"Large","ambush",19166.665,"Large","Carnivore","Herbivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Male","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"442",0.47,"0,34-0,53","Panthera pardus","Hystrix cristata","Felidae","Hystricidae","Panthera","Hystrix",1.01853334120433,53074.995,"Large","ambush",19166.665,"Large","Carnivore","Herbivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Female","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"443",0.62,"0,48-0,7","Panthera pardus","Madoqua kirkii","Felidae","Bovidae","Panthera","Madoqua",2.39615575961626,53074.995,"Large","ambush",4833.4,"Small-Medium","Carnivore","Herbivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Male","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"444",0.8,"0,69-0,89","Panthera pardus","Madoqua kirkii","Felidae","Bovidae","Panthera","Madoqua",2.39615575961626,53074.995,"Large","ambush",4833.4,"Small-Medium","Carnivore","Herbivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Female","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"445",0.78,"0,68-0,86","Panthera pardus","Neotragus moschatus","Felidae","Bovidae","Panthera","Nesotragus",2.09990373648141,53074.995,"Large","ambush",6500,"Medium-Large","Carnivore","Herbivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Male","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"446",0.78,"0,7-0,88","Panthera pardus","Neotragus moschatus","Felidae","Bovidae","Panthera","Nesotragus",2.09990373648141,53074.995,"Large","ambush",6500,"Medium-Large","Carnivore","Herbivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Female","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"447",0.38,"0,28-0,44","Panthera pardus","Papio cynocephalus","Felidae","Cercopithecidae","Panthera","Papio",1.089632379598,53074.995,"Large","ambush",17851.25,"Large","Carnivore","Herbivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Male","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"448",0.58,"0,46-0,64","Panthera pardus","Papio cynocephalus","Felidae","Cercopithecidae","Panthera","Papio",1.089632379598,53074.995,"Large","ambush",17851.25,"Large","Carnivore","Herbivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Female","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"449",0.69,"0,57-0,77","Panthera pardus","Potamochoerus larvatus","Felidae","Suidae","Panthera","Potamochoerus",-0.283908995014363,53074.995,"Large","ambush",70500.155,"Large","Carnivore","Herbivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Male","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"450",0.69,"0,58-0,78","Panthera pardus","Potamochoerus larvatus","Felidae","Suidae","Panthera","Potamochoerus",-0.283908995014363,53074.995,"Large","ambush",70500.155,"Large","Carnivore","Herbivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Female","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"451",0.78,"0,66-0,88","Panthera pardus","Syncerus caffer","Felidae","Bovidae","Panthera","Syncerus",-2.49960892198975,53074.995,"Large","ambush",646332.99,"Large","Carnivore","Herbivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Male","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"452",0.72,"0,6-0,83","Panthera pardus","Syncerus caffer","Felidae","Bovidae","Panthera","Syncerus",-2.49960892198975,53074.995,"Large","ambush",646332.99,"Large","Carnivore","Herbivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Female","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"453",0.78,"0,71-0,87","Panthera pardus","Tragelaphus scriptus","Felidae","Bovidae","Panthera","Tragelaphus",0.204699662704731,53074.995,"Large","ambush",43250.39,"Large","Carnivore","Herbivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Male","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"454",0.87,"0,81-0,95","Panthera pardus","Tragelaphus scriptus","Felidae","Bovidae","Panthera","Tragelaphus",0.204699662704731,53074.995,"Large","ambush",43250.39,"Large","Carnivore","Herbivore",36.716667,-7.766667,7.766667,"Africa","Tanzania","Female","Havmoller_2020",14,164,5038,NA,NA,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"455",0.44,"0.42-0.47","Panthera pardus","Hystrix brachyura","Felidae","Hystricidae","Panthera","Hystrix",1.89226437170317,53074.995,"Large","ambush",8000,"Medium-Large","Carnivore","Herbivore",91.02975,26.71974,26.71974,"Asia","India","MNP","Lahkar_2021",1,84,12706,"4",398,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"456",0.81,"0.77-0.84","Panthera pardus","Axis porcinus","Felidae","Cervidae","Panthera","Axis",0.34874486534344,53074.995,"Large","ambush",37448.29,"Large","Carnivore","Herbivore",91.02975,26.71974,26.71974,"Asia","India","MNP","Lahkar_2021",1,84,12706,"4",398,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"457",0.91,"0.89-0.93","Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",91.02975,26.71974,26.71974,"Asia","India","MNP","Lahkar_2021",1,84,12706,"4",398,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"458",0.66,"0.64-0.68","Panthera pardus","Rusa unicolor","Felidae","Cervidae","Panthera","Rusa",-1.20739370129537,53074.995,"Large","ambush",177522.9,"Large","Carnivore","Herbivore",91.02975,26.71974,26.71974,"Asia","India","MNP","Lahkar_2021",1,84,12706,"4",398,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"459",0.77,"0.74-0.79","Panthera pardus","Bos gaurus","Felidae","Bovidae","Panthera","Bos",-2.72849802771564,53074.995,"Large","ambush",812571.525,"Large","Carnivore","Herbivore",91.02975,26.71974,26.71974,"Asia","India","MNP","Lahkar_2021",1,84,12706,"4",398,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"460",0.81,"0.77-0.84","Panthera pardus","Bubalus arnee","Felidae","Bovidae","Panthera","Bubalus",-2.74640161969839,53074.995,"Large","ambush",827250.485,"Large","Carnivore","Herbivore",91.02975,26.71974,26.71974,"Asia","India","MNP","Lahkar_2021",1,84,12706,"4",398,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"461",0.82,NA,"Panthera pardus","Capreolus pygargus","Felidae","Cervidae","Panthera","Capreolus",0.895929393695121,53074.995,"Large","ambush",21666.7,"Large","Carnivore","Herbivore",130.77,42.94,42.94,"Asia","China","Hunchun_Amur_Spring","Liu_2021",9,51,NA,"3.2",1087,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"462",0.62,NA,"Panthera pardus","Capreolus pygargus","Felidae","Cervidae","Panthera","Capreolus",0.895929393695121,53074.995,"Large","ambush",21666.7,"Large","Carnivore","Herbivore",130.77,42.94,42.94,"Asia","China","Hunchun_Amur_Summer","Liu_2021",9,51,NA,"3.2",1087,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"463",0.79,NA,"Panthera pardus","Capreolus pygargus","Felidae","Cervidae","Panthera","Capreolus",0.895929393695121,53074.995,"Large","ambush",21666.7,"Large","Carnivore","Herbivore",130.77,42.94,42.94,"Asia","China","Hunchun_Amur_Autum","Liu_2021",9,51,NA,"3.2",1087,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"464",0.69,NA,"Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",130.77,42.94,42.94,"Asia","China","Hunchun_Amur_Spring","Liu_2021",9,51,NA,"3.2",1087,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"465",0.6,NA,"Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",130.77,42.94,42.94,"Asia","China","Hunchun_Amur_Summer","Liu_2021",9,51,NA,"3.2",1087,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"466",0.81,NA,"Panthera pardus","Sus scrofa","Felidae","Suidae","Panthera","Sus",-0.933568865055426,53074.995,"Large","ambush",135000,"Large","Carnivore","Herbivore",130.77,42.94,42.94,"Asia","China","Hunchun_Amur_Autum","Liu_2021",9,51,NA,"3.2",1087,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"467",0.8,NA,"Panthera pardus","Cervus nippon","Felidae","Cervidae","Panthera","Cervus",0.00141418851014485,53074.995,"Large","ambush",52999.99,"Large","Carnivore","Herbivore",130.77,42.94,42.94,"Asia","China","Hunchun_Amur_Spring","Liu_2021",9,51,NA,"3.2",1087,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"468",0.66,NA,"Panthera pardus","Cervus nippon","Felidae","Cervidae","Panthera","Cervus",0.00141418851014485,53074.995,"Large","ambush",52999.99,"Large","Carnivore","Herbivore",130.77,42.94,42.94,"Asia","China","Hunchun_Amur_Summer","Liu_2021",9,51,NA,"3.2",1087,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"469",0.77,NA,"Panthera pardus","Cervus nippon","Felidae","Cervidae","Panthera","Cervus",0.00141418851014485,53074.995,"Large","ambush",52999.99,"Large","Carnivore","Herbivore",130.77,42.94,42.94,"Asia","China","Hunchun_Amur_Autum","Liu_2021",9,51,NA,"3.2",1087,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"470",0.46,"0.35-0.56","Panthera pardus","Tragelaphus angasii","Felidae","Bovidae","Panthera","Tragelaphus",-0.640108848436339,53074.995,"Large","ambush",100666.67,"Large","Carnivore","Herbivore",30.061174,-21.540347,21.540347,"Africa","Zimbabwe","Bubye Valley Conservancy","Mugerwa_2017",4,NA,NA,"5",5,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
"471",0.21,"0.17-0.26","Panthera pardus","Aepyceros melampus","Felidae","Bovidae","Panthera","Aepyceros",0.0108927437854256,53074.995,"Large","ambush",52500,"Large","Carnivore","Herbivore",30.061174,-21.540347,21.540347,"Africa","Zimbabwe","Bubye Valley Conservancy","Mugerwa_2017",4,NA,NA,"5",5,"Yes","Hirt_2020_Rethinking trophic niches: Speed and body mass colimit prey space of mammalian predators"
